,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
711,2018M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,5050.1,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.98,09,2018
713,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"TIGER NATURAL GAS, INC.",DEFENSE LOGISTICS AGENCY,3.08,04,2017
714,2017M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",11711.1,MISCELLANEOUS FOREIGN AWARDEES,AGENCY FOR INTERNATIONAL DEVELOPMENT,3.12,05,2017
716,2019M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,30262.6,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.4,06,2019
721,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,152767.28,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.86,10,2017
725,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SCANA ENERGY MARKETING, LLC",DEFENSE LOGISTICS AGENCY,2.61,04,2021
728,2019M09,NATURAL GAS EXTRACTION,UTILITIES- GAS,160091.56,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.58,09,2019
732,2020M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,316788.02,"SYMMETRY ENERGY SOLUTIONS, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.25,10,2020
749,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,354223.32,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY,3.26,01,2017
750,2017M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,12478.68,"J & K SERVICES, LLC",FEDERAL AVIATION ADMINISTRATION,2.88,08,2017
753,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",63606.19,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.95,06,2018
755,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,535799.09,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.76,12,2017
758,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.4,06,2019
761,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"QUALITY CONTROL- FUELS, LUBRICANTS, OILS, AND WAXES",7196.41,"JF ACQUISITION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.54,12,2020
762,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,207896.42,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.82,02,2017
768,2018M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,132898.38,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.7,03,2018
781,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2099.16,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.95,06,2018
785,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,01,2019
791,2020M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,04,2020
803,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
810,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,42024.18,"COLONIAL FUEL AND LUBRICANT SERVICES, INC.",U.S. COAST GUARD,2.56,03,2021
827,2019M01,NATURAL GAS EXTRACTION,UTILITIES- GAS,0.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.08,01,2019
828,2021M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,43999127.0,"ASRC CONSULTING & ENVIRONMENTAL SERVICES, LLC","ENERGY, DEPARTMENT OF",4.05,08,2021
832,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,54024.26,"INTERCONN RESOURCES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.28,10,2018
836,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,0.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.58,09,2019
846,2021M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.11,09,2021
847,2016M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3923.09,LIQUIGAS SPA,DEPT OF THE ARMY,2.79,08,2016
849,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"UGI ENERGY SERVICES, LLC","ENERGY, DEPARTMENT OF",2.56,03,2021
856,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,13005.94,"DIDIM CONSTRUCTION CO., LTD.",DEPT OF THE ARMY,1.9,04,2016
861,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,500.0,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,1.61,06,2020
873,2016M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,19375.0,"SELDOVIA FUEL AND LUBE, INC.",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,2.97,09,2016
877,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,46606.06,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.5,11,2016
896,2020M12,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,31550.75,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.54,12,2020
898,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,8688.95,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.76,12,2017
903,2021M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,440150.0,"A2D TECHNOLOGIES, INC.",BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,4.05,08,2021
904,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,42527.88,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.96,07,2017
905,2019M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",9746.4,"A.M.S. NETWORK, LLC",DEFENSE LOGISTICS AGENCY,2.72,02,2019
906,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,506115.09,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.99,11,2017
920,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,450000.0,"SAGE ENERGY TRADING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.95,10,2016
934,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,55200.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY,3.98,12,2018
941,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
958,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8,07,2021
961,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,5849.96,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.67,02,2018
963,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.07,02,2021
967,2019M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,14380.23,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.65,04,2019
968,2019M11,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,278470.73,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.65,11,2019
969,2018M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"AMMUNITION, OVER 125MM",87720.0,"POLYMER TECHNOLOGIES, INC.",DEPT OF THE ARMY,2.8,05,2018
976,2016M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,5083.58,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.57,06,2016
978,2018M06,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",4925.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.95,06,2018
979,2021M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,18955.0,,DEPT OF THE ARMY,3.23,06,2021
985,2016M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,53269.24,"INTERSPEC, LLC",U.S. COAST GUARD,1.92,05,2016
988,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,03,2021
994,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,387460.0,"TWIN EAGLE RESOURCE MANAGEMENT, LLC",DEFENSE LOGISTICS AGENCY,3.12,05,2017
1002,2016M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",13251.0,HOOSIER EQUIPMENT SERVICE INC.,"VETERANS AFFAIRS, DEPARTMENT OF",2.5,11,2016
1011,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,188263.67,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.26,01,2017
1026,2017M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,8446.24,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.96,09,2017
1040,2016M06,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.57,06,2016
1043,2018M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,6433.14,"WEATHERFORD LABORATORIES, INC.",US GEOLOGICAL SURVEY,2.95,06,2018
1044,2020M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,71345.77,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,1.92,02,2020
1046,2018M08,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",5075.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.96,08,2018
1052,2017M03,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.89,03,2017
1056,2021M08,NATURAL GAS EXTRACTION,UTILITIES- GAS,10193.83,,DEPT OF THE ARMY,4.05,08,2021
1101,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"TIGER NATURAL GAS, INC.",DEFENSE LOGISTICS AGENCY,2.79,08,2016
1107,2018M01,NATURAL GAS EXTRACTION,"TECHNICAL REPRESENTATIVE- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",80.84,AGEDA KUCHO SHOKUHIN SETSUBI K.K.,DEPT OF THE NAVY,3.86,01,2018
1109,2021M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"TIGER NATURAL GAS, INC.",DEFENSE LOGISTICS AGENCY,4.05,08,2021
1111,2017M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,150.78,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.12,05,2017
1113,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,24750.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",5.11,09,2021
1122,2018M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2100.0,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.98,09,2018
1128,2019M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,16353.06,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.4,06,2019
1135,2018M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,129194.79,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.7,03,2018
1139,2018M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF CONFERENCE SPACE AND FACILITIES,13000.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.28,10,2018
1142,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,159926.41,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.82,02,2017
1143,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.4,06,2019
1148,2017M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2342.6,ENERGAS SPA,DEPT OF THE ARMY,2.82,02,2017
1151,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,GAS SOUTH LLC,DEFENSE LOGISTICS AGENCY,3.08,04,2017
1155,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,0.0,"STRATEGIC SOCIAL, LLC","STATE, DEPARTMENT OF",3.23,06,2021
1168,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",16081662.8,"USIBELLI COAL MINE, INC.",DEPT OF THE ARMY,2.86,10,2017
1170,2019M02,NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,12000.0,ATMOS ENERGY CORPORATION,FEDERAL EMERGENCY MANAGEMENT AGENCY,2.72,02,2019
1173,2018M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,18500.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY,2.83,07,2018
1188,2016M03,NATURAL GAS LIQUID EXTRACTION,CHEMICALS,117000.0,"TV GUY ORLANDO, LLC",DEPT OF THE NAVY,1.7,03,2016
1189,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",14031800.0,"USIBELLI COAL MINE, INC.",DEPT OF THE AIR FORCE,2.86,10,2017
1194,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,4800.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY,2.4,06,2019
1197,2021M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SAGE ENERGY TRADING, LLC",DEFENSE LOGISTICS AGENCY,4.05,08,2021
1202,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8,07,2021
1209,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,82895.42,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,1.92,05,2016
1214,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,04,2019
1215,2017M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",2958.84,DETES BURO FUR DEPONIETECHNISCHE SYSTEME GMBH,DEPT OF THE ARMY,3.12,05,2017
1220,2019M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,32310.98,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.36,07,2019
1221,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196133.99,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.5,11,2016
1253,2020M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.75,05,2020
1261,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89,05,2021
1274,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"UGI ENERGY SERVICES, LLC",DEFENSE LOGISTICS AGENCY,2.25,10,2020
1309,2018M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,13000.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY,2.7,03,2018
1312,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,PRESERVATIVE AND SEALING COMPOUNDS,7099.2,"A.M.S. NETWORK, LLC",DEFENSE LOGISTICS AGENCY,5.11,09,2021
1317,2017M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3086.46,LIQUIGAS SPA,DEPT OF THE ARMY,2.82,02,2017
1322,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,04,2019
1324,2016M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,14036.0,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,1.9,04,2016
1340,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,483361.15,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,3.86,01,2018
1345,2020M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,02,2020
1359,2016M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: EXPERT WITNESS,89374.9,"KBSEIS, LLC",INTERNAL REVENUE SERVICE,2.97,09,2016
1361,2021M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.11,09,2021
1371,2019M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.24,12,2019
1373,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,62093.51,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.92,05,2016
1374,2020M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- MISCELLANEOUS,0.0,"SOUTHERN CROSS, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,1.61,06,2020
1378,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
1380,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,107197.86,"SAGE ENERGY TRADING, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.94,06,2017
1382,2019M06,NATURAL GAS EXTRACTION,UTILITIES- GAS,1742204.14,"TIGER NATURAL GAS, INC.",DEPT OF THE AIR FORCE,2.4,06,2019
1385,2020M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,19537.7,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.92,09,2020
1391,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,150895.79,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY,2.5,11,2016
1393,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.07,02,2021
1395,2016M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,747.04,ENERGAS SPA,DEPT OF THE ARMY,2.97,09,2016
1398,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,34744.04,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.95,06,2018
1400,2020M10,NATURAL GAS EXTRACTION,UTILITIES- OTHER,445857.28,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.25,10,2020
1403,2017M07,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",300.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.96,07,2017
1404,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12185.67,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.23,06,2021
1411,2020M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,206203.05,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,1.92,02,2020
1412,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,34693.67,"INTERCONN RESOURCES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33,10,2019
1414,2019M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,87013.42,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,2.36,07,2019
1418,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,37141.05,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.33,10,2019
1427,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- OTHER,478435.8,BP ENERGY COMPANY,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.95,10,2016
1429,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,33352.6,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.95,10,2016
1431,2018M11,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,4.13,11,2018
1441,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,07,2020
1443,2017M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,500.0,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.96,09,2017
1448,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.79,03,2020
1453,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,770353.53,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.28,10,2018
1454,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,939406.89,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,3.26,01,2017
1460,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,363000.0,"UGI ENERGY SERVICES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.25,10,2020
1461,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7407.16,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.94,06,2017
1463,2018M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,11288.46,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.98,12,2018
1464,2016M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,55229.41,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.27,01,2016
1467,2016M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INFORMATION TECHNOLOGY SOFTWARE,120000.0,"DRILLING INFO, INC.","ENERGY, DEPARTMENT OF",2.97,09,2016
